"Id","DateCreated","DateUsed","ProductId","IsUsed","Owner_Id","Purchase_Id","UsedOnMenuItemId"
1,2020-01-19 23:53:57.497,2020-02-20 22:19:42.067,6,1,5,3,
2,2020-02-16 11:45:39.042,2020-02-20 22:19:46.622,6,1,5,9,
3,2020-02-16 11:47:00.675,2020-02-20 22:19:53.480,6,1,5,10,
4,2020-02-16 11:57:07.967,,6,0,5,11,
5,2020-02-16 11:59:29.976,,6,0,5,12,
6,2020-02-16 12:06:05.876,,6,0,5,16,
7,2020-02-16 12:15:00.618,,6,0,5,16,
8,2020-02-16 12:38:01.902,,6,0,5,17,
9,2020-02-16 13:00:34.374,2020-02-16 13:00:54.174,6,1,6,18,
10,2020-02-16 14:24:00.807,2020-02-16 15:29:04.228,6,1,6,19,
11,2020-02-16 14:26:27.997,,6,0,6,20,
12,2020-02-16 14:29:55.284,,6,0,6,21,
13,2020-02-16 14:39:31.175,2020-02-16 14:40:28.591,6,1,7,25,
14,2020-02-16 14:44:01.360,,6,0,5,16,
15,2020-02-16 14:46:18.111,,6,0,5,16,
16,2020-02-16 14:52:21.951,,6,0,5,16,
17,2020-02-16 14:57:01.280,,6,0,6,26,
18,2020-02-16 15:56:42.900,2020-02-16 15:56:50.147,6,1,18,29,
19,2020-02-17 08:18:05.652,2020-02-17 08:18:37.047,2,1,24,32,
20,2020-02-17 08:18:05.652,2020-02-17 08:19:14.082,2,1,24,32,
21,2020-02-17 08:18:05.652,2020-02-17 08:19:16.289,2,1,24,32,
22,2020-02-17 08:18:05.652,2020-02-17 08:19:18.234,2,1,24,32,
23,2020-02-17 08:18:05.652,2020-02-17 08:19:20.956,2,1,24,32,
24,2020-02-17 08:18:05.652,2020-02-17 08:19:27.413,2,1,24,32,
25,2020-02-17 08:18:05.652,2020-02-17 08:19:30.780,2,1,24,32,
26,2020-02-17 08:18:05.652,2020-02-17 08:19:34.238,2,1,24,32,
27,2020-02-17 08:18:05.652,2020-02-17 08:19:37.460,2,1,24,32,
28,2020-02-17 08:18:05.652,2020-02-17 08:19:39.784,2,1,24,32,
29,2020-02-17 08:18:35.238,2020-02-17 08:18:43.630,1,1,23,33,
30,2020-02-17 08:18:35.238,2020-02-17 08:19:02.533,1,1,23,33,
31,2020-02-17 08:18:35.238,2020-02-17 08:19:04.106,1,1,23,33,
32,2020-02-17 08:18:35.238,2020-02-17 08:19:05.685,1,1,23,33,
33,2020-02-17 08:18:35.238,2020-02-17 08:19:08.194,1,1,23,33,
34,2020-02-17 08:18:35.238,2020-02-17 08:19:09.870,1,1,23,33,
35,2020-02-17 08:18:35.238,2020-02-17 08:19:13.039,1,1,23,33,
36,2020-02-17 08:18:35.238,2020-02-17 08:19:14.438,1,1,23,33,
37,2020-02-17 08:18:35.238,2020-02-17 08:19:16.487,1,1,23,33,
38,2020-02-17 08:18:35.238,2020-02-17 08:19:18.711,1,1,23,33,
39,2020-02-17 08:20:03.586,2020-02-17 08:20:10.290,6,1,24,34,
40,2020-02-17 08:20:55.983,2020-02-17 08:21:00.870,2,1,23,36,
41,2020-02-17 08:20:55.983,2020-02-17 08:21:03.021,2,1,23,36,
42,2020-02-17 08:20:55.983,2020-02-17 08:21:05.475,2,1,23,36,
43,2020-02-17 08:20:55.983,2020-02-17 08:21:07.194,2,1,23,36,
44,2020-02-17 08:20:55.983,2020-02-17 08:21:24.642,2,1,23,36,
45,2020-02-17 08:20:55.983,2020-02-17 08:21:26.340,2,1,23,36,
46,2020-02-17 08:20:55.983,2020-02-17 08:21:27.610,2,1,23,36,
47,2020-02-17 08:20:55.983,2020-02-17 08:21:28.860,2,1,23,36,
48,2020-02-17 08:20:55.983,2020-02-17 08:21:30.474,2,1,23,36,
49,2020-02-17 08:20:55.983,2020-02-17 08:21:32.236,2,1,23,36,
50,2020-02-17 08:21:55.397,2020-02-17 08:21:59.537,6,1,23,37,
51,2020-02-17 08:22:21.367,2020-02-17 08:23:31.140,1,1,23,38,
52,2020-02-17 08:22:21.367,2020-02-17 08:23:33.124,1,1,23,38,
53,2020-02-17 08:22:21.367,2020-02-17 08:25:41.406,1,1,23,38,
54,2020-02-17 08:22:21.367,2020-02-17 08:25:43.946,1,1,23,38,
55,2020-02-17 08:22:21.367,2020-02-17 08:25:46.519,1,1,23,38,
56,2020-02-17 08:22:21.367,2020-02-17 08:25:52.735,1,1,23,38,
57,2020-02-17 08:22:21.367,2020-02-17 08:25:54.121,1,1,23,38,
58,2020-02-17 08:22:21.367,2020-02-17 08:31:44.224,1,1,23,38,
59,2020-02-17 08:22:21.367,2020-02-17 08:31:45.851,1,1,23,38,
60,2020-02-17 08:22:21.367,2020-02-17 08:31:47.537,1,1,23,38,
61,2020-02-17 08:22:34.637,2020-02-17 08:23:46.093,6,1,23,39,
62,2020-02-17 08:22:58.801,2020-02-17 08:25:56.525,6,1,23,40,
63,2020-02-17 08:23:23.910,2020-02-17 08:23:43.157,3,1,23,41,
64,2020-02-17 08:23:23.910,2020-02-17 08:25:57.853,3,1,23,41,
65,2020-02-17 08:23:23.910,2020-02-17 08:30:08.387,3,1,23,41,
66,2020-02-17 08:23:23.910,2020-02-17 08:30:10.288,3,1,23,41,
67,2020-02-17 08:23:23.910,2020-02-17 08:30:13.329,3,1,23,41,
68,2020-02-17 08:23:23.910,2020-02-17 08:30:15.243,3,1,23,41,
69,2020-02-17 08:23:23.910,2020-02-17 08:30:16.362,3,1,23,41,
70,2020-02-17 08:23:23.910,2020-02-17 08:30:18.343,3,1,23,41,
71,2020-02-17 08:23:23.910,2020-02-17 08:31:49.644,3,1,23,41,
72,2020-02-17 08:23:23.910,2020-02-17 08:31:51.732,3,1,23,41,
73,2020-02-17 08:28:32.529,2020-02-17 08:28:40.753,1,1,22,43,
74,2020-02-17 08:28:32.529,2020-02-17 08:28:43.314,1,1,22,43,
75,2020-02-17 08:28:32.529,2020-02-17 08:30:26.217,1,1,22,43,
76,2020-02-17 08:28:32.529,2020-02-17 08:31:23.986,1,1,22,43,
77,2020-02-17 08:28:32.529,2020-02-17 08:48:03.492,1,1,22,43,
78,2020-02-17 08:28:32.529,2020-02-17 08:48:11.794,1,1,22,43,
79,2020-02-17 08:28:32.529,2020-02-17 08:48:23.297,1,1,22,43,
80,2020-02-17 08:28:32.529,2020-02-20 22:35:31.600,1,1,22,43,
81,2020-02-17 08:28:32.529,2020-09-06 14:25:34.141,1,1,22,43,
82,2020-02-17 08:28:32.529,2020-09-06 14:25:36.094,1,1,22,43,
83,2020-02-17 08:29:41.461,2020-02-17 08:48:25.128,6,1,22,44,
84,2020-02-17 08:32:06.231,2020-02-17 08:32:13.368,2,1,23,45,
85,2020-02-17 08:32:06.231,2020-02-17 08:32:14.256,2,1,23,45,
86,2020-02-17 08:32:06.231,2020-02-17 08:32:15.385,2,1,23,45,
87,2020-02-17 08:32:06.231,2020-02-17 08:32:16.491,2,1,23,45,
88,2020-02-17 08:32:06.231,2020-02-17 08:32:17.914,2,1,23,45,
89,2020-02-17 08:32:06.231,2020-02-17 08:32:19.246,2,1,23,45,
90,2020-02-17 08:32:06.231,2020-02-17 08:32:21.611,2,1,23,45,
91,2020-02-17 08:32:06.231,2020-02-17 08:32:26.855,2,1,23,45,
92,2020-02-17 08:32:06.231,2020-02-17 08:32:28.787,2,1,23,45,
93,2020-02-17 08:32:06.231,2020-02-17 08:32:30.438,2,1,23,45,
94,2020-02-17 08:44:05.141,2020-02-17 08:44:11.005,1,1,24,46,
95,2020-02-17 08:44:05.141,2020-02-17 08:44:17.733,1,1,24,46,
96,2020-02-17 08:44:05.141,2020-02-17 08:44:22.768,1,1,24,46,
97,2020-02-17 08:44:05.141,2020-02-17 08:44:27.490,1,1,24,46,
98,2020-02-17 08:44:05.141,2020-02-17 08:44:54.779,1,1,24,46,
99,2020-02-17 08:44:05.141,2020-02-17 08:44:58.593,1,1,24,46,
100,2020-02-17 08:44:05.141,2020-02-17 08:45:28.480,1,1,24,46,
101,2020-02-17 08:44:05.141,2020-02-17 08:50:49.788,1,1,24,46,
102,2020-02-17 08:44:05.141,2020-02-17 08:50:51.928,1,1,24,46,
103,2020-02-17 08:44:05.141,2020-02-17 08:50:55.537,1,1,24,46,
104,2020-02-17 08:45:19.740,2020-02-17 08:50:58.149,1,1,24,48,
105,2020-02-17 08:45:19.740,2020-02-17 08:51:02.232,1,1,24,48,
106,2020-02-17 08:45:19.740,2020-02-17 08:51:06.115,1,1,24,48,
107,2020-02-17 08:45:19.740,2020-02-17 08:51:09.630,1,1,24,48,
108,2020-02-17 08:45:19.740,2020-02-17 08:51:11.726,1,1,24,48,
109,2020-02-17 08:45:19.740,2020-02-17 08:51:15.048,1,1,24,48,
110,2020-02-17 08:45:19.740,2020-02-17 08:51:18.143,1,1,24,48,
111,2020-02-17 08:45:19.740,2020-02-17 08:51:20.610,1,1,24,48,
112,2020-02-17 08:45:19.740,2020-02-17 08:51:22.831,1,1,24,48,
113,2020-02-17 08:45:19.740,2020-02-17 08:51:25.150,1,1,24,48,
114,2020-02-17 10:36:00.055,2020-02-17 10:38:43.081,6,1,25,49,
115,2020-02-17 10:36:44.437,2020-02-17 10:38:09.166,1,1,25,50,
116,2020-02-17 10:36:44.437,2020-02-17 10:38:18.149,1,1,25,50,
117,2020-02-17 10:36:44.437,2020-02-17 10:38:20.222,1,1,25,50,
118,2020-02-17 10:36:44.437,2020-02-17 10:38:21.328,1,1,25,50,
119,2020-02-17 10:36:44.437,2020-02-17 10:38:22.402,1,1,25,50,
120,2020-02-17 10:36:44.437,2020-02-17 10:38:23.463,1,1,25,50,
121,2020-02-17 10:36:44.437,2020-02-17 10:38:24.605,1,1,25,50,
122,2020-02-17 10:36:44.437,2020-02-17 10:38:25.918,1,1,25,50,
123,2020-02-17 10:36:44.437,2020-02-17 10:38:27.530,1,1,25,50,
124,2020-02-17 10:36:44.437,2020-02-17 10:38:31.035,1,1,25,50,
125,2020-02-17 10:37:24.600,2020-02-17 10:38:48.250,2,1,25,51,
126,2020-02-17 10:37:24.600,2020-02-17 10:38:49.902,2,1,25,51,
127,2020-02-17 10:37:24.600,2020-02-17 10:38:51.615,2,1,25,51,
128,2020-02-17 10:37:24.600,2020-02-17 10:38:53.603,2,1,25,51,
